,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon
25911,1,16647,1547,34,6.8,221,51,0,7,4,9,13,2,0,0,0,0,0,0,0,0,0,0,15125,2275,33,6.6,190,60,0,4,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25912,1,19334,2764,37,7.4,224,50,0,13,5,14,18,3,0,0,0,0,0,0,0,0,0,1,15658,2848,33,6.6,198,48,0,5,13,8,23,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25913,1,35447,3647,57,11.4,114,0,0,28,20,66,0,0,1,0,2,2,0,0,0,0,0,0,33560,5602,54,10.8,118,0,0,20,28,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25914,0,34863,8513,58,11.6,116,0,0,31,18,74,10,0,1,0,1,1,0,0,0,0,0,0,32225,2625,53,10.6,105,0,0,18,31,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25915,1,16641,3756,36,7.2,202,51,0,8,13,9,15,4,0,0,0,0,0,0,0,1,1,0,20183,4988,35,7.0,214,44,0,13,8,10,16,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25916,0,15787,1267,34,6.8,180,36,0,7,10,12,18,1,0,0,0,0,0,0,0,0,0,0,18340,1750,36,7.2,231,55,0,10,7,10,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25917,0,15209,2159,35,7.0,235,55,0,3,5,3,33,7,0,0,0,0,0,0,0,0,0,0,15914,3374,35,7.0,228,51,0,5,3,5,18,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25918,1,17548,5201,36,7.2,242,50,0,8,6,11,14,6,0,0,0,0,0,0,0,0,0,0,15427,2452,35,7.0,210,47,0,6,8,9,19,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25919,1,15351,1901,35,7.0,227,44,0,4,7,5,26,7,0,0,0,0,0,0,0,0,0,1,16395,3510,35,7.0,200,52,0,7,4,8,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25920,1,17414,3029,34,6.8,217,36,0,9,2,12,14,3,0,0,0,0,0,0,0,0,0,0,14585,1990,33,6.6,192,59,0,2,9,2,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25921,1,18279,2389,36,7.2,248,49,0,12,4,8,24,3,0,0,0,0,0,0,0,1,1,0,15472,3737,33,6.6,202,48,0,4,12,6,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25922,0,14710,2420,32,6.4,219,62,0,3,5,1,14,4,0,0,0,0,0,0,0,0,0,0,15861,2266,35,7.0,204,70,0,5,3,5,60,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25923,1,19813,2413,37,7.4,235,41,0,13,4,12,16,3,0,0,0,0,0,0,0,0,0,0,14826,2201,31,6.2,165,52,0,4,13,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25924,1,17405,2185,36,7.2,200,63,0,9,3,15,13,1,0,0,0,0,0,0,0,0,0,0,14749,2107,33,6.6,214,44,0,3,9,5,22,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25925,1,17972,6822,36,7.2,238,52,0,9,1,12,17,2,0,0,0,0,0,0,0,0,0,0,14535,3090,33,6.6,238,56,0,1,9,2,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25926,1,17490,1230,37,7.4,210,56,0,8,2,12,44,5,0,0,0,0,0,0,0,0,0,0,14544,3104,35,7.0,237,49,0,2,8,2,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25927,0,18090,4360,36,7.2,252,41,0,8,2,12,17,6,0,0,0,0,0,0,0,1,1,0,14933,1423,33,6.6,222,52,0,2,8,2,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25928,0,36684,4451,45,9.0,236,36,0,20,37,17,35,10,0,0,0,0,0,0,0,0,0,0,45858,2618,45,9.0,249,33,0,37,20,29,27,5,1,0,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25929,0,14071,3376,33,6.6,190,50,0,3,12,5,16,6,0,0,0,0,0,0,0,1,1,0,18663,3687,35,7.0,210,40,0,12,3,22,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25930,1,18555,9130,36,7.2,252,56,0,7,3,7,19,8,0,0,0,0,0,0,0,0,0,1,14939,2009,32,6.4,210,47,0,3,7,3,22,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25931,1,17104,2834,35,7.0,236,53,0,6,2,8,22,3,0,0,0,0,0,0,0,0,0,0,14665,2725,32,6.4,211,56,0,2,6,2,42,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25932,0,15879,2504,33,6.6,240,55,0,5,2,3,44,7,0,0,0,0,0,0,0,0,0,0,14300,2410,33,6.6,205,41,0,2,5,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25933,1,15879,3369,34,6.8,249,48,0,5,6,4,15,3,0,0,0,0,0,0,0,0,0,0,16332,4362,34,6.8,241,43,0,6,5,9,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25934,1,14817,1257,34,6.8,251,38,0,2,4,2,17,5,0,0,0,0,0,0,0,0,0,0,16393,4143,34,6.8,243,54,0,4,2,8,24,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25935,0,14079,2844,31,6.2,202,42,0,2,11,1,17,0,0,0,0,0,0,0,0,0,0,1,18351,3911,37,7.4,210,46,0,11,2,11,13,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25936,0,15267,3497,34,6.8,236,41,0,4,4,3,16,5,0,0,0,0,0,0,0,0,0,0,15409,2704,33,6.6,226,60,0,4,4,2,20,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25937,0,16191,1971,35,7.0,225,46,0,6,8,6,20,6,0,0,0,0,0,0,0,0,0,0,18084,2914,36,7.2,242,61,0,8,6,13,19,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25938,0,15439,3798,33,6.6,206,48,0,6,7,6,8,5,0,0,0,0,0,0,0,0,0,0,17213,1752,34,6.8,205,57,0,7,6,9,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25939,1,15710,3575,34,6.8,217,44,0,4,1,5,44,5,0,0,0,0,0,0,0,1,1,0,14575,3265,33,6.6,227,64,0,1,4,1,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25940,1,19697,2647,36,7.2,217,39,0,15,11,15,27,7,0,0,0,0,0,0,0,0,0,0,18025,2225,35,7.0,205,66,0,11,15,9,23,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25941,1,16014,2739,35,7.0,227,57,0,5,8,5,25,6,0,0,0,0,0,0,0,0,0,0,17861,3746,38,7.6,236,72,0,8,5,8,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25942,0,17117,2892,36,7.2,239,60,0,7,6,8,15,2,0,0,0,0,0,0,0,0,0,1,16405,3705,35,7.0,190,56,0,6,7,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25943,0,17024,2764,36,7.2,230,43,0,7,6,7,16,5,0,0,0,0,0,0,0,0,0,0,15887,2492,33,6.6,229,39,0,6,7,6,26,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25944,1,15931,2736,34,6.8,236,52,0,4,3,6,47,7,0,0,0,0,0,0,0,1,1,0,15616,3241,34,6.8,253,56,0,3,4,5,41,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25945,1,16736,1561,36,7.2,229,50,0,6,1,9,22,6,0,0,0,0,0,0,0,0,0,0,14708,1343,34,6.8,230,53,0,1,6,1,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25946,1,17959,3954,37,7.4,244,49,0,9,2,8,36,3,0,0,0,0,0,0,0,0,0,0,14276,2711,35,7.0,214,47,0,2,9,1,36,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25947,1,15214,2149,33,6.6,204,51,0,6,4,2,14,3,0,0,0,0,0,0,0,0,0,0,15963,2243,34,6.8,227,51,0,4,6,5,14,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25948,1,17991,1166,35,7.0,232,72,0,7,6,3,18,2,1,0,1,0,1,0,0,0,0,1,15149,1649,34,6.8,214,50,0,6,7,5,30,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25949,1,16727,3232,35,7.0,259,51,0,5,3,3,13,2,0,0,0,0,0,0,0,0,0,0,14763,1238,33,6.6,213,52,0,3,5,8,14,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25950,1,14713,2558,33,6.6,231,61,0,2,0,3,16,9,0,0,0,0,0,0,0,0,0,0,14571,3211,34,6.8,278,36,0,0,2,0,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25951,0,17399,4069,37,7.4,263,56,0,7,2,7,17,6,0,0,0,0,0,0,0,1,1,0,14989,3664,35,7.0,235,59,0,2,7,2,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25952,0,39099,5524,42,8.4,258,29,0,25,15,21,13,13,1,0,1,0,0,1,0,1,1,0,33008,2023,42,8.4,199,0,0,15,25,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25953,1,14820,2445,34,6.8,236,56,0,1,3,0,21,7,0,0,0,0,0,0,0,1,1,0,14940,1845,33,6.6,219,55,0,3,1,1,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25954,1,30076,2441,51,10.2,101,0,0,13,23,33,28,0,0,0,0,0,0,0,0,0,0,0,32425,4701,56,11.2,90,0,0,23,13,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25955,1,16783,1483,37,7.4,253,59,0,6,5,5,22,5,0,0,0,0,0,0,0,0,0,0,16234,2184,36,7.2,216,50,0,5,6,5,17,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25956,1,19111,2916,36,7.2,232,68,0,12,8,6,35,4,0,0,0,0,0,0,0,1,1,0,16093,1128,33,6.6,203,33,0,8,12,5,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25957,0,16716,1666,33,6.6,176,67,0,9,6,10,57,3,0,0,0,0,0,0,0,1,1,0,16547,2847,33,6.6,225,48,0,6,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25958,0,16528,3113,32,6.4,222,49,0,6,12,7,18,7,0,0,0,0,0,0,0,0,0,0,18107,2882,33,6.6,180,55,0,12,6,16,23,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25959,0,15956,2756,33,6.6,204,40,0,7,6,12,16,3,0,0,0,0,0,0,0,0,0,0,16065,2395,34,6.8,202,59,0,6,7,6,13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25960,1,18087,3562,38,7.6,238,44,0,10,6,2,41,0,0,0,0,0,0,0,0,0,0,1,15355,1005,33,6.6,175,51,0,6,10,4,30,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25961,0,15350,1330,33,6.6,224,48,0,3,11,3,16,4,0,0,0,0,0,0,0,0,0,0,18484,2604,36,7.2,226,49,0,11,3,10,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25962,0,16345,2970,34,6.8,248,41,0,6,4,7,15,3,0,0,0,0,0,0,0,1,1,0,16349,1824,35,7.0,228,61,0,4,6,3,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25963,1,16942,1805,34,6.8,223,57,0,4,6,4,18,7,0,0,0,0,0,0,0,0,0,0,17278,2183,36,7.2,226,48,0,6,4,8,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25964,0,14518,3318,33,6.6,219,44,0,3,7,5,21,7,0,0,0,0,0,0,0,1,1,0,16733,3098,33,6.6,240,44,0,7,3,5,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25965,0,15688,3928,34,6.8,229,59,0,3,9,4,41,5,0,0,0,0,0,0,0,0,0,0,18276,4906,36,7.2,255,41,0,9,3,8,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25966,1,18208,2673,36,7.2,233,56,0,9,3,20,18,2,0,0,0,0,0,0,0,1,1,0,14842,2602,33,6.6,216,72,0,3,9,1,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25967,1,20139,1984,37,7.4,263,43,0,15,3,13,13,4,0,0,0,0,0,0,0,0,0,0,14089,1609,32,6.4,190,50,0,3,15,2,11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25968,1,16959,2394,35,7.0,237,47,0,8,7,10,15,5,0,0,0,0,0,0,0,1,1,0,16698,1278,34,6.8,230,37,0,7,8,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25969,1,19760,3790,36,7.2,196,39,0,15,11,20,18,2,0,0,0,0,0,0,0,1,1,0,18202,2767,36,7.2,208,36,0,11,15,17,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25970,1,16566,3066,35,7.0,229,32,0,7,4,8,16,5,0,0,0,0,0,0,0,0,0,0,16926,2506,35,7.0,266,56,0,4,7,2,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25971,1,42324,3794,45,9.0,236,50,0,29,45,26,19,1,0,0,1,0,1,0,0,0,0,0,46879,4889,48,9.6,241,26,0,45,29,47,29,2,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25972,0,19355,4235,38,7.6,255,60,0,13,3,6,13,4,0,0,0,0,0,0,0,1,1,1,13257,1232,31,6.2,169,42,0,3,13,3,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25973,0,17363,3263,36,7.2,222,55,0,9,4,15,19,4,0,0,0,0,0,0,0,1,1,1,15335,2475,34,6.8,212,47,0,4,9,8,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25974,1,19041,4996,36,7.2,238,57,0,11,5,13,19,4,0,0,0,0,0,0,0,1,1,0,15056,1626,33,6.6,202,25,0,5,11,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25975,1,17015,3515,34,6.8,223,68,0,6,3,10,13,3,0,0,0,0,0,0,0,1,1,0,15143,2918,33,6.6,224,56,0,3,6,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25976,1,16423,1778,32,6.4,203,32,0,7,10,7,16,5,0,0,0,0,0,0,0,0,0,0,17373,1753,35,7.0,200,55,0,10,7,11,35,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25977,0,16191,2471,33,6.6,201,48,0,6,5,10,12,2,0,0,0,0,0,0,0,0,0,0,17839,3639,35,7.0,252,71,0,5,6,6,11,3,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25978,0,15077,1402,33,6.6,220,44,0,4,11,4,19,7,0,0,0,0,0,0,0,0,0,0,18911,1871,35,7.0,228,61,0,11,4,18,19,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25979,0,15354,1189,33,6.6,228,32,0,5,3,6,19,4,0,0,0,0,0,0,0,1,1,0,15552,1347,35,7.0,218,63,0,3,5,3,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25980,1,19796,3720,37,7.4,219,68,0,13,6,11,17,7,0,0,0,0,0,0,0,0,0,0,15067,3627,32,6.4,170,56,0,6,13,3,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25981,0,14403,1998,34,6.8,245,45,0,1,10,0,18,4,0,0,0,0,0,0,0,0,0,0,19480,5805,37,7.4,226,48,0,10,1,18,13,4,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25982,0,17859,2504,34,6.8,225,45,0,10,12,12,20,5,0,0,0,0,0,0,0,1,1,0,18527,1987,35,7.0,194,44,0,12,10,24,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25983,0,33315,3145,53,10.6,106,0,0,20,32,50,5,0,0,0,0,0,0,0,0,0,0,0,37494,4934,58,11.6,113,0,0,32,20,53,0,3,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25984,1,15548,2123,35,7.0,247,55,0,4,4,1,19,6,0,0,0,0,0,0,0,0,0,0,16334,2989,35,7.0,260,48,0,4,4,5,19,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25985,1,19110,2510,36,7.2,190,29,0,17,3,21,18,3,0,0,0,0,0,0,0,1,1,0,13318,2768,31,6.2,156,42,0,3,17,3,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25986,1,19031,3366,35,7.0,213,52,0,11,7,17,19,7,0,0,0,0,0,0,0,0,0,0,16375,3215,32,6.4,201,48,0,7,11,13,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25987,0,17802,3362,37,7.4,245,61,0,9,4,7,17,5,0,0,0,0,0,0,0,1,1,0,15939,2069,35,7.0,243,59,0,4,9,2,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25988,0,14433,3186,31,6.2,187,41,0,4,15,4,17,3,0,0,0,0,0,0,0,0,0,0,20004,4924,36,7.2,225,52,0,15,4,22,21,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25989,0,15606,2791,36,7.2,235,60,0,4,4,4,45,2,0,0,0,0,0,0,0,0,0,0,15898,3448,35,7.0,248,47,0,4,4,5,40,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25990,1,16505,3380,35,7.0,233,46,0,6,4,6,19,2,0,0,0,0,0,0,0,1,1,1,15238,2438,35,7.0,226,52,0,4,6,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25991,1,15471,4071,35,7.0,248,56,0,3,7,4,18,8,0,0,0,0,0,0,0,0,0,0,16964,3589,34,6.8,247,44,0,7,3,6,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25992,1,14936,2636,33,6.6,203,48,0,4,11,5,16,5,0,0,0,0,0,0,0,1,1,0,18308,2743,34,6.8,225,36,0,11,4,15,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25993,0,15840,2715,34,6.8,235,40,0,5,8,8,15,2,0,0,0,0,0,0,0,1,1,0,16981,3046,34,6.8,226,68,0,8,5,4,17,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25994,1,16733,3983,35,7.0,200,54,0,8,3,10,26,5,0,0,0,0,0,0,0,1,1,0,14112,2452,32,6.4,186,41,0,3,8,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25995,1,15560,3425,33,6.6,207,53,0,5,3,9,39,2,0,0,0,0,0,0,0,1,1,0,15552,2952,34,6.8,231,51,0,3,5,4,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25996,0,16011,3291,33,6.6,194,44,0,7,5,8,16,0,0,0,0,0,0,0,0,0,0,0,16620,2733,34,6.8,230,52,0,5,7,3,15,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25997,0,16621,4051,37,7.4,234,39,0,7,8,11,15,7,0,0,0,0,0,0,0,0,0,0,17778,3107,35,7.0,211,64,0,8,7,14,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25998,1,20391,4226,36,7.2,255,55,0,9,3,6,10,1,1,0,2,0,1,1,0,1,1,1,11232,2262,23,4.6,88,20,0,3,9,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25999,1,17974,5449,36,7.2,205,61,0,6,5,9,37,8,0,0,0,0,0,0,0,1,1,0,16309,4024,35,7.0,245,40,0,5,6,7,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26000,1,15737,3577,36,7.2,229,56,0,4,3,4,14,5,0,0,0,0,0,0,0,1,1,0,17493,3793,36,7.2,271,61,0,3,4,3,20,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26001,1,20704,2319,37,7.4,242,72,0,10,2,8,29,0,1,0,2,1,1,0,0,1,1,1,11402,4617,27,5.4,148,24,0,2,10,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26002,0,14491,2611,33,6.6,179,44,0,4,7,5,14,1,0,0,0,0,0,0,0,0,0,0,16705,3270,34,6.8,222,48,0,7,4,7,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26003,0,17547,2472,33,6.6,206,42,0,10,15,12,18,6,0,0,0,0,0,0,0,0,0,0,19801,4681,36,7.2,188,40,0,15,10,27,22,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26004,1,17356,4171,36,7.2,239,44,0,7,5,11,18,0,0,0,0,0,0,0,0,0,0,0,16403,2008,37,7.4,244,70,0,5,7,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26005,0,16770,3770,34,6.8,238,42,0,7,3,8,15,3,0,0,0,0,0,0,0,1,1,0,14904,1974,35,7.0,200,63,0,3,7,5,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26006,0,17138,2568,34,6.8,219,47,0,8,8,9,22,6,0,0,0,0,0,0,0,0,0,0,16858,3908,34,6.8,238,58,0,8,8,5,43,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26007,1,17577,3297,35,7.0,251,60,0,6,1,5,20,5,0,0,0,0,0,0,0,1,1,0,13949,2214,34,6.8,207,54,0,1,6,1,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26008,1,17349,4549,36,7.2,236,52,0,6,5,8,25,8,0,0,0,0,0,0,0,1,1,0,15336,2876,34,6.8,244,40,0,5,6,2,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26009,1,16144,2294,34,6.8,200,48,0,7,7,12,14,6,0,0,0,0,0,0,0,1,1,0,16542,2642,35,7.0,238,55,0,7,7,11,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26010,1,18176,2641,33,6.6,205,41,0,10,8,14,12,5,0,0,0,0,0,0,0,1,1,0,17110,4400,35,7.0,199,53,0,8,10,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26011,0,16518,1753,35,7.0,197,47,0,7,7,8,10,0,0,0,0,0,0,0,0,0,0,0,16644,4924,35,7.0,196,64,0,7,7,3,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
